nom,prix_brut,description,prix,marque,ram_gb,gamme,score_prix_perf
Pc Portable Dell 16 / Core 5 120U / 8 Go DDR5 / 512 Go SSD / Noir,"1 999,000 DT","Pc Portable Dell 16 / Core 5 120U / 8 Go DDR5 / 512 Go SSD / Noir
[369872-DC16250]


            	Ecran 16"" FHD+ (1920 x 1200px), IPS - Processeur Intel Core 5 120U, (jusqu’à 5 GHz, 12 Mo de mémoire cache) - Mémoire 8 Go DDR5 - Disque SSD NVMe M.2 512 Go - Carte graphique Intel Graphics intégrée - 2x USB 3.2 - 1x USB TypeC 3.2 Gen 2 - 1x HDMI 1.4 - 1x Prise Jack 3.5mm - Wifi 6 - Bluetooth - Repose-poignets avec lecteur d‘empreintes digitales - Garantie 1 an












































En stock


1 999,000 DT
Prix













Ajouter au panier






 Favoris







Comparer",1999.0,PC,8,Premium,249.875
Pc Portable ASUS Vivobook 15 M1502YA / Ryzen 7 5825U / 8 Go / 512 Go SSD / Windows 11 / Silver,"1 999,000 DT","Pc Portable ASUS Vivobook 15 M1502YA / Ryzen 7 5825U / 8 Go / 512 Go SSD / Windows 11 / Silver
[M1502YA-BQ652W]


Écran 15.6"" Full HD (1920 x 1080), 60 Hz - Processeur AMD Ryzen 7 5825U, (jusqu’à 4.5 GHz, 20 Mo de mémoire cache) - Mémoire 8 Go DDR4 - Disque SSD NVMe M.2 512 Go - Carte graphique AMD Radeon Graphics - 1x 3.5mm Combo Audio Jack - 1x HDMI 1.4 - 1x USB 3.2 - 1x USB 3.2 Type-C - 1x USB 2.0 - Clavier Chiclet - Caméra HD 720p Avec cache de confidentialité - Microphone / Haut-parleur intégrés - Wi-Fi 6E - Bluetooth 5.3 - Windows 11 - Couleur Silver - Garantie 1 an












































En stock


1 999,000 DT
Prix













Ajouter au panier






 Favoris







Comparer",1999.0,PC,8,Premium,249.875
Pc Portable ASUS Vivobook 15 M1502YA / Ryzen 7 5825U / 8 Go / 512 Go SSD / Windows 11 / Bleu,"1 999,000 DT","Pc Portable ASUS Vivobook 15 M1502YA / Ryzen 7 5825U / 8 Go / 512 Go SSD / Windows 11 / Bleu
[M1502YA-BQ578W]


Écran 15.6"" Full HD (1920 x 1080), 60 Hz - Processeur AMD Ryzen 7 5825U, (jusqu’à 4.5 GHz, 20 Mo de mémoire cache) - Mémoire 8 Go DDR4 - Disque SSD NVMe M.2 512 Go - Carte graphique AMD Radeon Graphics - 1x 3.5mm Combo Audio Jack - 1x HDMI 1.4 - 1x USB 3.2 - 1x USB 3.2 Type-C - 1x USB 2.0 - Clavier Chiclet - Caméra HD 720p Avec cache de confidentialité - Microphone / Haut-parleur intégrés - Wi-Fi 6E - Bluetooth 5.3 - Windows 11 - Couleur Bleu - Garantie 1 an












































En stock


1 999,000 DT
Prix













Ajouter au panier






 Favoris







Comparer",1999.0,PC,8,Premium,249.875
Pc Portable Lenovo IdeaPad Slim 3 15IRH10 / i5-13420H / 8 Go / 512 Go SSD / Gris,"1 999,000 DT","Pc Portable Lenovo IdeaPad Slim 3 15IRH10 / i5-13420H / 8 Go / 512 Go SSD / Gris
[83K100E6FE-2Y]


Ecran 15.3"" WUXGA (1920 x 1200px) IPS  - Processeur Intel Core i5-13420H, (jusqu’à 4.6 GHz, 12 Mo de mémoire cache) - Mémoire 8 Go  - Disque SSD M.2 NVMe 512 Go - Carte graphique Intel UHD Graphics intégrée - Lecteur de carte SD - 2x Haut-parleurs stéréo 2W Dolby Audio - Caméra HD 720p avec obturateur de confidentialité - Wi-Fi 6 - Bluetooth 5.2 - 2x USB 3.2 - 1x USB-C 3.2 - 1x HDMI 1.4 - 1x prise combinée casque/microphone (3.5 mm) - Poids 1.59kg - Couleur Luna Grey - Finition en Aluminium - Garantie 2 ans












































En stock


1 999,000 DT
Prix













Ajouter au panier






 Favoris







Comparer",1999.0,PC,8,Premium,249.875
Pc Portable HP ProBook 455 G9 / AMD Ryzen 5 / 8 Go / Windows 11 Pro,"2 009,000 DT","Pc Portable HP ProBook 455 G9 / AMD Ryzen 5 / 8 Go / Windows 11 Pro
[9M3Q0AT-W11P]


            	Ecran 15.6"" Full HD IPS - Processeur AMD Ryzen 5 5625U, up to 4.3 Ghz, 16 Mo de mémoire L3 dédiée - RAM 8 Go DDR4 3200 MHz - Disque SSD NVMe PCIe 512 Go - Carte graphique AMD Radeon Graphics - Lecteur d'empreintes Digitales - Wifi 6 - Bluetooth 5.3 - 1x Ethernet Gigabit - Webcam HD 720p - 1x USB Type C - 3x USB 5Gbps - 1x HDMI 2.0b - 1x Port Casque Micro - Windows 11 Pro - Garantie 1 an












































En stock


2 009,000 DT
Prix













Ajouter au panier






 Favoris







Comparer",2009.0,PC,8,Premium,251.125
Pc Portable HP 15-fd0438nk / i3-1315U / 16 Go / 512 Go SSD / Noir / Windows 11 Pro,"2 025,000 DT","Pc Portable HP 15-fd0438nk / i3-1315U / 16 Go / 512 Go SSD / Noir / Windows 11 Pro
[C2BV7EA-16-W11P]


Écran 15.6"" Full HD (1920 x 1080), micro-bords, antireflet - Processeur Intel Core i3-1315U 13e génération, (jusqu’à 4.5 GHz, 10 Mo de mémoire cache) - Mémoire 16 Go DDR4 - Disque SSD NVMe M.2 512 Go - Carte graphique Intel UHD Intégré - Wi-Fi 6 - Bluetooth 5.4 - Clavier noir profond, de grande taille avec pavé numérique - Caméra HP True Vision HD 720p avec réduction temporelle du bruit - Doubles haut-parleurs - 1x port USB Type-C - 2x ports USB Type-A - 1x port HDMI 1.4b - 1x prise combinée casque/microphone - Windows 11 Pro - Couleur Noir - Garantie 1 an












































En stock


2 025,000 DT
Prix













Ajouter au panier






 Favoris







Comparer",2025.0,PC,16,Premium,126.5625
Pc Portable Lenovo Lenovo V15 G2 IJL / N4500 / 32 Go / 256 Go SSD / Noir,"2 029,000 DT","Pc Portable Lenovo Lenovo V15 G2 IJL / N4500 / 32 Go / 256 Go SSD / Noir
[82QY00PEFE-32]


Écran 15.6"" Full HD (1920 x 1080 px), antireflet - Processeur Intel Celeron N4500, (jusqu’à 2.8 GHz, 4 Mo de mémoire cache) - Mémoire 32 Go DDR4 - Disque SSD M.2 NVMe 256 Go - Carte graphique Intel UHD Graphics intégrée - 2x Haut-parleurs stéréo 1.5 W Dolby Audio - Caméra HD 720p avec obturateur de confidentialité - Wi-Fi 5 - Bluetooth 5.1 - 1x USB 2.0 - 1x USB 3.2 - 1x USB-C 3.2 - 1x HDMI 1.4b - 1x prise combinée casque/microphone (3.5 mm) - 1x Ethernet (RJ-45) - FreeDOS - Couleur Gris arctique - Garantie 1 an












































En stock


2 029,000 DT
Prix













Ajouter au panier






 Favoris







Comparer",2029.0,PC,32,Premium,63.40625
Pc Portable Lenovo IdeaPad Slim 3 15IRH10 / i5-13420H / 8 Go / 512 Go SSD / Windows 11 Pro / Gris,"2 049,000 DT","Pc Portable Lenovo IdeaPad Slim 3 15IRH10 / i5-13420H / 8 Go / 512 Go SSD / Windows 11 Pro / Gris
[83K100E6FE-2Y-W11P]


Ecran 15.3"" WUXGA (1920 x 1200px) IPS  - Processeur Intel Core i5-13420H, (jusqu’à 4.6 GHz, 12 Mo de mémoire cache) - Mémoire 8 Go  - Disque SSD M.2 NVMe 512 Go - Carte graphique Intel UHD Graphics intégrée - Lecteur de carte SD - 2x Haut-parleurs stéréo 2W Dolby Audio - Caméra HD 720p avec obturateur de confidentialité - Wi-Fi 6 - Bluetooth 5.2 - 2x USB 3.2 - 1x USB-C 3.2 - 1x HDMI 1.4 - 1x prise combinée casque/microphone (3.5 mm) - Poids 1.59kg - Couleur Luna Grey - Finition en Aluminium - Windows 11 Pro - Garantie 2 ans












































En stock


2 049,000 DT
Prix













Ajouter au panier






 Favoris







Comparer",2049.0,PC,8,Premium,256.125
Pc Portable Lenovo IdeaPad Slim 3 15IRH10 / i5-13420H / 8 Go DDR5 / 512 Go SSD / Gris,"2 059,000 DT","Pc Portable Lenovo IdeaPad Slim 3 15IRH10 / i5-13420H / 8 Go DDR5 / 512 Go SSD / Gris
[83K100E6FG-2Y]


Écran 15.3"" WUXGA (1920 x 1200), IPS, antireflet, 60 Hz - Processeur Intel Core i5-13420H, (jusqu’à 4.6 GHz, 12 Mo de mémoire cache) - Mémoire 8 Go DDR5 - Disque SSD NVMe M.2 512 Go - Carte graphique Intel UHD Graphics intégrée - lecteur de carte SD - Clavier Non rétroéclairé, français / arabe - Caméra HD 720p avec obturateur de confidentialité - 2x Haut-parleurs stéréo 2 W, optimisés avec Dolby Audio - 2x USB-A 3.2 - 1x USB-C 3.2 - 1x HDMI 1.4 - 1x prise combinée casque/microphone (3.5 mm) -  Wi-Fi 6 - Bluetooth 5.2 - FreeDos - Couleur Gris Luna - Garantie 2 ans












































En stock


2 059,000 DT
Prix













Ajouter au panier






 Favoris







Comparer",2059.0,PC,8,Premium,257.375
Pc Portable ASUS Vivobook 15 M1502YA / Ryzen 7 5825U / 12 Go / 512 Go SSD / Windows 11 / Silver,"2 059,000 DT","Pc Portable ASUS Vivobook 15 M1502YA / Ryzen 7 5825U / 12 Go / 512 Go SSD / Windows 11 / Silver
[M1502YA-BQ652W-12]


Écran 15.6"" Full HD (1920 x 1080), 60 Hz - Processeur AMD Ryzen 7 5825U, (jusqu’à 4.5 GHz, 20 Mo de mémoire cache) - Mémoire 12 Go DDR4 - Disque SSD NVMe M.2 512 Go - Carte graphique AMD Radeon Graphics - 1x 3.5mm Combo Audio Jack - 1x HDMI 1.4 - 1x USB 3.2 - 1x USB 3.2 Type-C - 1x USB 2.0 - Clavier Chiclet - Caméra HD 720p Avec cache de confidentialité - Microphone / Haut-parleur intégrés - Wi-Fi 6E - Bluetooth 5.3 - Windows 11 - Couleur Silver - Garantie 1 an












































En stock


2 059,000 DT
Prix













Ajouter au panier






 Favoris







Comparer",2059.0,PC,12,Premium,171.58333333333334
Pc Portable ASUS Vivobook 15 M1502YA / Ryzen 7 5825U / 12 Go / 512 Go SSD / Windows 11 / Bleu,"2 059,000 DT","Pc Portable ASUS Vivobook 15 M1502YA / Ryzen 7 5825U / 12 Go / 512 Go SSD / Windows 11 / Bleu
[M1502YA-BQ578W-12]


Écran 15.6"" Full HD (1920 x 1080), 60 Hz - Processeur AMD Ryzen 7 5825U, (jusqu’à 4.5 GHz, 20 Mo de mémoire cache) - Mémoire 12 Go DDR4 - Disque SSD NVMe M.2 512 Go - Carte graphique AMD Radeon Graphics - 1x 3.5mm Combo Audio Jack - 1x HDMI 1.4 - 1x USB 3.2 - 1x USB 3.2 Type-C - 1x USB 2.0 - Clavier Chiclet - Caméra HD 720p Avec cache de confidentialité - Microphone / Haut-parleur intégrés - Wi-Fi 6E - Bluetooth 5.3 - Windows 11 - Couleur Bleu - Garantie 1 an












































En stock


2 059,000 DT
Prix













Ajouter au panier






 Favoris







Comparer",2059.0,PC,12,Premium,171.58333333333334
Pc Portable Dell 16 / Core 5 120U / 8 Go DDR5 / 512 Go SSD / Windows 11 Pro / Noir,"2 059,000 DT","Pc Portable Dell 16 / Core 5 120U / 8 Go DDR5 / 512 Go SSD / Windows 11 Pro / Noir
[369872-DC16250-W11P]


            	Ecran 16"" FHD+ (1920 x 1200px), IPS - Processeur Intel Core 5 120U, (jusqu’à 5 GHz, 12 Mo de mémoire cache) - Mémoire 8 Go DDR5 - Disque SSD NVMe M.2 512 Go - Carte graphique Intel Graphics intégrée - 2x USB 3.2 - 1x USB TypeC 3.2 Gen 2 - 1x HDMI 1.4 - 1x Prise Jack 3.5mm - Wifi 6 - Bluetooth - Repose-poignets avec lecteur d‘empreintes digitales - Windows 11 Pro - Garantie 1 an












































En stock


2 059,000 DT
Prix













Ajouter au panier






 Favoris







Comparer",2059.0,PC,8,Premium,257.375
Pc Portable Lenovo V15 G2 IJL / N4500 / 32 Go / 256 Go SSD / Windows 11 Pro / Noir,"2 079,000 DT","Pc Portable Lenovo V15 G2 IJL / N4500 / 32 Go / 256 Go SSD / Windows 11 Pro / Noir
[82QY00PEFE-32-W11P]


Écran 15.6"" Full HD (1920 x 1080 px), antireflet - Processeur Intel Celeron N4500, (jusqu’à 2.8 GHz, 4 Mo de mémoire cache) - Mémoire 32 Go DDR4 - Disque SSD M.2 NVMe 256 Go - Carte graphique Intel UHD Graphics intégrée - 2x Haut-parleurs stéréo 1.5 W Dolby Audio - Caméra HD 720p avec obturateur de confidentialité - Wi-Fi 5 - Bluetooth 5.1 - 1x USB 2.0 - 1x USB 3.2 - 1x USB-C 3.2 - 1x HDMI 1.4b - 1x prise combinée casque/microphone (3.5 mm) - 1x Ethernet (RJ-45) - Windows 11 Pro - Couleur Gris arctique - Garantie 1 an












































En stock


2 079,000 DT
Prix













Ajouter au panier






 Favoris







Comparer",2079.0,PC,32,Premium,64.96875
Pc Portable Lenovo IdeaPad Slim 3 15IRH10 / i5-13420H / 8 Go DDR5 / 512 Go SSD / Gris Avec Souris Sans Fil Lenovo 400,"2 089,000 DT","Pc Portable Lenovo IdeaPad Slim 3 15IRH10 / i5-13420H / 8 Go DDR5 / 512 Go SSD / Gris Avec Souris Sans Fil Lenovo 400
[BU-83K100E6FG-2Y]


Écran 15.3"" WUXGA (1920 x 1200), IPS, antireflet, 60 Hz - Processeur Intel Core i5-13420H, (jusqu’à 4.6 GHz, 12 Mo de mémoire cache) - Mémoire 8 Go DDR5 - Disque SSD NVMe M.2 512 Go - Carte graphique Intel UHD Graphics intégrée - lecteur de carte SD - Clavier Non rétroéclairé, français / arabe - Caméra HD 720p avec obturateur de confidentialité - 2x Haut-parleurs stéréo 2 W, optimisés avec Dolby Audio - 2x USB-A 3.2 - 1x USB-C 3.2 - 1x HDMI 1.4 - 1x prise combinée casque/microphone (3.5 mm) -  Wi-Fi 6 - Bluetooth 5.2 - FreeDos - Couleur Gris Luna - Garantie 2 ans Avec Souris Sans Fil Lenovo 400












































En stock


2 089,000 DT
Prix













Ajouter au panier






 Favoris







Comparer",2089.0,PC,8,Premium,261.125
